"Source","Target","start","end"
15,16,72.5777777777778,72.5944444444444
15,16,73.0555555555556,73.0611111111111
15,16,74.1277777777778,74.1333333333333
15,16,74.2,74.2055555555555
15,16,74.2111111111111,74.2166666666667
15,16,75.1333333333333,75.1388888888889
15,16,75.6388888888889,75.6444444444444
15,16,76.0722222222222,76.0777777777778
15,16,76.5944444444444,76.6055555555556
15,16,76.6111111111111,76.6222222222222
15,16,76.6333333333333,76.6444444444444
15,16,77.5,77.5111111111111
15,16,77.6222222222222,77.6277777777778
16,22,0.15,0.172222222222222
16,22,0.183333333333333,0.188888888888889
16,22,3.42777777777778,3.43333333333333
16,22,3.83888888888889,3.84444444444444
16,22,3.90555555555556,3.92222222222222
16,22,3.96111111111111,3.97222222222222
16,22,3.97777777777778,3.98888888888889
16,22,3.99444444444444,4.01666666666667
16,22,4.02777777777778,4.05
16,22,4.08333333333333,4.08888888888889
16,22,4.15,4.16666666666667
16,22,4.44444444444444,4.57222222222222
16,22,4.57777777777778,4.6
16,22,4.63888888888889,4.73333333333333
16,22,4.73888888888889,4.75
16,22,4.77777777777778,4.79444444444444
16,22,5.16666666666667,5.17222222222222
16,22,5.28333333333333,5.28888888888889
16,22,5.43888888888889,5.44444444444444
16,22,5.65,5.65555555555556
16,22,20.2555555555556,20.2611111111111
16,22,20.7888888888889,20.7944444444444
16,22,20.8055555555556,20.8111111111111
16,22,20.8166666666667,20.8333333333333
16,22,20.9388888888889,20.95
16,22,21.3888888888889,21.4222222222222
16,22,21.4444444444444,21.45
16,22,21.4777777777778,21.4888888888889
16,22,21.5944444444444,21.6111111111111
16,22,21.6277777777778,21.6333333333333
16,22,21.65,21.6555555555556
16,22,21.8777777777778,21.9555555555556
16,22,22.3055555555556,22.3111111111111
16,22,22.3222222222222,22.3277777777778
16,22,22.45,22.4666666666667
16,22,22.4722222222222,22.4944444444444
16,22,23.0944444444444,23.1
16,22,23.45,23.4666666666667
16,22,23.4888888888889,23.4944444444444
16,22,23.5055555555556,23.5111111111111
16,22,23.5277777777778,23.5333333333333
16,22,23.5833333333333,23.6111111111111
16,22,23.6388888888889,23.6444444444444
16,22,23.7666666666667,23.7722222222222
16,22,24.1222222222222,24.1277777777778
16,22,24.1333333333333,24.1388888888889
16,22,24.3833333333333,24.3888888888889
16,22,24.6777777777778,24.6833333333333
16,22,26.0611111111111,26.0722222222222
16,22,26.1,26.1055555555556
16,22,26.1111111111111,26.1166666666667
16,22,26.1277777777778,26.1333333333333
16,22,26.3277777777778,26.3444444444444
16,22,26.3833333333333,26.3888888888889
16,22,26.4055555555556,26.4111111111111
16,22,26.4166666666667,26.5722222222222
16,22,26.5777777777778,26.5944444444444
16,22,26.6944444444444,26.7
16,22,27.8055555555556,27.8111111111111
16,22,28.2055555555556,28.2111111111111
16,22,28.4722222222222,28.4833333333333
16,22,28.7944444444444,28.8
16,22,28.9611111111111,28.9666666666667
16,22,29.1277777777778,29.1333333333333
16,22,29.1555555555556,29.1611111111111
16,22,29.1777777777778,29.1833333333333
11,16,0.183333333333333,0.188888888888889
11,16,0.25,0.272222222222222
11,16,3.32222222222222,3.33333333333333
11,16,3.41666666666667,3.42222222222222
11,16,3.42777777777778,3.45555555555556
11,16,3.65,3.65555555555556
11,16,3.70555555555556,3.71111111111111
11,16,3.8,3.80555555555556
11,16,3.81666666666667,3.82222222222222
11,16,3.85,3.86666666666667
11,16,3.98333333333333,3.99444444444444
11,16,4.02222222222222,4.03333333333333
11,16,4.68888888888889,4.69444444444444
11,16,4.72222222222222,4.72777777777778
11,16,5.43888888888889,5.44444444444444
11,16,5.65555555555556,5.66111111111111
11,16,20.2555555555556,20.2611111111111
11,16,20.9611111111111,20.9666666666667
11,16,21.3555555555556,21.3611111111111
11,16,21.3666666666667,21.3777777777778
11,16,21.4222222222222,21.4833333333333
11,16,22.4944444444444,22.5111111111111
11,16,22.5222222222222,22.5277777777778
11,16,22.5333333333333,22.5388888888889
11,16,22.55,22.5722222222222
11,16,22.7666666666667,22.7722222222222
11,16,23.3333333333333,23.3388888888889
11,16,23.3722222222222,23.3777777777778
11,16,23.7666666666667,23.7722222222222
11,16,26.0222222222222,26.0333333333333
11,16,26.1333333333333,26.1444444444444
11,16,26.1555555555556,26.1611111111111
11,16,26.1666666666667,26.1722222222222
11,16,26.2055555555556,26.2111111111111
11,16,27.7888888888889,27.7944444444444
11,16,27.8,27.8111111111111
11,16,27.8222222222222,27.8277777777778
11,16,27.8888888888889,27.8944444444444
11,16,29.1666666666667,29.1722222222222
11,16,29.45,29.4611111111111
11,16,44.2111111111111,44.2166666666667
11,16,44.2277777777778,44.2388888888889
11,16,44.2555555555556,44.3
11,16,44.3166666666667,44.3277777777778
11,16,44.3333333333333,44.35
11,16,44.3833333333333,44.3944444444444
11,16,44.4055555555556,44.4111111111111
11,16,44.4166666666667,44.4333333333333
11,16,44.4611111111111,44.4888888888889
11,16,44.5,44.5166666666667
11,16,44.5722222222222,44.5888888888889
11,16,44.6,44.6166666666667
11,16,44.6444444444444,44.6833333333333
11,16,44.75,44.7888888888889
11,16,44.7944444444444,44.8
11,16,44.8055555555556,44.8166666666667
11,16,44.8222222222222,44.85
11,16,44.8777777777778,44.8833333333333
11,16,44.8888888888889,44.9388888888889
11,16,44.9444444444444,44.9555555555556
11,16,44.9611111111111,44.9944444444444
11,16,45,45.0111111111111
11,16,45.0222222222222,45.0611111111111
11,16,45.0722222222222,45.0777777777778
11,16,45.0888888888889,45.0944444444444
11,16,45.1,45.15
11,16,45.1611111111111,45.1833333333333
11,16,45.1888888888889,45.3611111111111
11,16,45.5333333333333,45.5388888888889
11,16,45.9666666666667,45.9777777777778
11,16,45.9888888888889,45.9944444444444
11,16,46.0055555555556,46.0166666666667
11,16,46.0888888888889,46.1166666666667
11,16,47.0333333333333,47.0611111111111
11,16,47.1,47.1111111111111
11,16,49.5833333333333,49.5888888888889
11,16,49.7888888888889,49.8
11,16,50.4222222222222,50.4333333333333
11,16,50.4444444444444,50.45
11,16,50.4777777777778,50.4833333333333
11,16,50.4888888888889,50.5055555555556
11,16,50.5222222222222,50.5333333333333
11,16,50.5388888888889,50.5444444444444
11,16,50.5722222222222,50.6111111111111
11,16,50.6444444444444,50.6722222222222
11,16,50.6777777777778,50.6833333333333
11,16,50.6888888888889,50.7
11,16,50.7055555555556,50.7222222222222
11,16,50.7444444444444,50.75
11,16,50.7555555555556,50.7611111111111
11,16,50.7666666666667,50.7722222222222
11,16,52.0944444444444,52.1
11,16,52.1055555555556,52.1111111111111
11,16,53.0111111111111,53.0166666666667
11,16,53.0333333333333,53.0555555555556
11,16,53.0777777777778,53.0888888888889
11,16,69.85,69.8555555555556
11,16,70.5444444444445,70.55
11,16,70.6833333333333,70.6944444444444
11,16,70.7,70.7055555555555
11,16,70.7166666666667,70.7222222222222
11,16,70.9388888888889,70.9444444444444
11,16,70.9777777777778,70.9888888888889
11,16,71.0611111111111,71.0666666666667
11,16,71.5833333333333,71.6
11,16,71.6055555555556,71.6222222222222
11,16,71.6944444444444,71.7
11,16,71.7333333333333,71.7388888888889
11,16,72.5722222222222,72.5777777777778
11,16,72.8444444444444,72.85
11,16,73.0388888888889,73.0444444444445
11,16,73.05,73.0555555555556
11,16,74.2277777777778,74.2333333333333
11,16,76.45,76.4555555555555
11,16,76.5166666666667,76.5277777777778
11,16,76.5444444444445,76.55
11,16,76.5888888888889,76.5944444444444
11,16,77.8555555555556,77.8611111111111
11,22,0.188888888888889,0.255555555555556
11,22,2.56111111111111,2.57222222222222
11,22,2.83333333333333,2.86111111111111
11,22,2.86666666666667,2.88888888888889
11,22,2.91666666666667,2.93333333333333
11,22,3.33888888888889,3.36111111111111
11,22,3.38333333333333,3.38888888888889
11,22,3.42777777777778,3.43888888888889
11,22,3.92222222222222,3.96666666666667
11,22,3.99444444444444,4.00555555555556
11,22,4.01111111111111,4.03888888888889
11,22,4.08333333333333,4.13888888888889
11,22,4.66666666666667,4.67222222222222
11,22,4.71666666666667,4.74444444444444
11,22,4.96666666666667,4.97777777777778
11,22,4.98333333333333,5.03333333333333
11,22,5.03888888888889,5.05555555555556
11,22,5.08333333333333,5.08888888888889
11,22,5.18888888888889,5.19444444444444
11,22,5.29444444444444,5.3
11,22,5.4,5.41666666666667
11,22,5.43333333333333,5.5
11,22,5.50555555555556,5.51111111111111
11,22,5.55,5.56111111111111
11,22,5.56666666666667,5.57222222222222
11,22,5.59444444444444,5.61666666666667
11,22,5.62222222222222,5.63333333333333
11,22,19.9722222222222,19.9777777777778
11,22,20.05,20.1111111111111
11,22,20.1166666666667,20.1388888888889
11,22,20.1444444444444,20.2666666666667
11,22,20.2777777777778,20.3222222222222
11,22,20.3388888888889,20.3666666666667
11,22,20.3722222222222,20.3888888888889
11,22,20.3944444444444,20.4
11,22,20.4111111111111,20.4166666666667
11,22,20.45,20.4722222222222
11,22,20.4777777777778,20.4888888888889
11,22,20.4944444444444,20.6777777777778
11,22,20.6833333333333,20.7777777777778
11,22,20.7833333333333,20.7888888888889
11,22,20.8444444444444,20.8555555555556
11,22,20.9944444444444,21.0166666666667
11,22,21.25,21.2611111111111
11,22,21.3888888888889,21.4222222222222
11,22,21.4277777777778,21.4444444444444
11,22,21.45,21.4611111111111
11,22,21.4722222222222,21.4833333333333
11,22,21.4944444444444,21.5277777777778
11,22,21.5388888888889,21.5666666666667
11,22,21.8111111111111,21.8444444444444
11,22,23.5111111111111,23.5277777777778
11,22,23.75,23.7555555555556
11,22,23.7666666666667,23.7722222222222
11,22,24.2111111111111,24.2166666666667
11,22,24.2222222222222,24.2333333333333
11,22,26.4055555555556,26.4111111111111
11,22,27.0555555555556,27.0722222222222
11,22,27.1888888888889,27.2055555555556
11,22,27.3166666666667,27.3277777777778
11,22,27.3388888888889,27.4
11,22,27.7833333333333,27.8055555555556
11,22,27.8222222222222,27.8277777777778
11,22,28.15,28.1555555555556
11,22,28.2111111111111,28.2388888888889
11,22,28.4777777777778,28.4944444444444
11,22,29.1277777777778,29.1555555555556
11,22,29.1611111111111,29.1666666666667
11,22,29.1722222222222,29.1777777777778
11,22,29.3888888888889,29.3944444444444
11,22,29.4611111111111,29.4777777777778
11,22,29.6666666666667,29.6722222222222
14,22,0.494444444444444,0.511111111111111
14,22,2.24444444444444,2.25
14,22,2.27222222222222,2.28333333333333
14,22,2.3,2.30555555555556
14,22,2.37222222222222,2.37777777777778
14,22,2.55555555555556,2.58333333333333
14,22,2.7,2.72777777777778
14,22,2.73333333333333,2.76666666666667
14,22,2.77222222222222,2.78888888888889
14,22,3.16666666666667,3.22222222222222
14,22,3.86111111111111,3.93333333333333
14,22,3.93888888888889,3.95555555555556
14,22,3.96111111111111,3.97222222222222
14,22,4,4.00555555555556
3,37,0.622222222222222,0.627777777777778
3,37,0.644444444444444,0.65
3,37,0.711111111111111,0.716666666666667
3,37,0.722222222222222,0.727777777777778
3,37,0.75,0.755555555555556
3,37,0.883333333333333,0.888888888888889
3,37,1.11111111111111,1.11666666666667
3,37,1.15,1.16111111111111
3,37,1.22222222222222,1.22777777777778
3,37,1.23333333333333,1.24444444444444
3,37,1.25,1.26666666666667
3,37,1.51111111111111,1.51666666666667
3,37,1.52777777777778,1.53333333333333
3,37,1.54444444444444,1.55
3,37,1.56666666666667,1.57222222222222
3,37,24.8944444444444,24.9
5,37,0.744444444444444,0.75
5,37,1.03888888888889,1.04444444444444
5,37,1.18333333333333,1.18888888888889
5,37,1.23888888888889,1.24444444444444
5,37,1.26111111111111,1.27222222222222
5,37,1.41666666666667,1.42222222222222
5,37,1.51111111111111,1.52222222222222
5,37,18.4333333333333,18.45
5,37,19.2388888888889,19.25
5,37,19.4,19.4055555555556
5,37,19.5777777777778,19.6055555555556
5,37,19.6111111111111,19.6166666666667
5,37,19.6777777777778,19.6833333333333
5,37,19.7,19.7055555555556
5,37,21.3055555555556,21.3111111111111
5,37,21.7222222222222,21.7333333333333
5,37,22.7055555555556,22.7166666666667
5,37,23.9888888888889,23.9944444444444
5,37,24.5055555555556,24.5111111111111
5,37,48.9611111111111,48.9666666666667
5,37,49.1333333333333,49.1388888888889
5,37,49.15,49.1611111111111
5,37,49.1833333333333,49.2
5,37,49.2277777777778,49.2333333333333
5,37,49.2444444444444,49.2555555555556
5,37,49.2777777777778,49.2833333333333
5,37,49.3388888888889,49.3555555555556
5,37,49.3611111111111,49.3722222222222
5,37,49.3888888888889,49.3944444444444
5,37,49.5722222222222,49.5777777777778
5,37,49.5944444444444,49.6
5,37,90.6388888888889,90.6444444444444
5,37,91.3777777777778,91.3888888888889
5,37,91.4111111111111,91.4166666666667
5,37,91.5166666666667,91.5277777777778
5,37,94.2,94.2055555555555
5,37,95.65,95.6555555555556
3,6,0.8,0.805555555555556
3,6,1.35555555555556,1.36111111111111
3,6,1.50555555555556,1.51111111111111
3,6,24.8944444444444,24.9055555555556
3,6,25.0055555555556,25.0166666666667
3,6,25.3888888888889,25.3944444444444
3,6,25.5,25.5055555555556
5,7,1.02777777777778,1.03888888888889
5,7,18.2555555555556,18.2888888888889
5,7,18.2944444444444,18.3055555555556
5,7,18.4111111111111,18.4166666666667
5,7,19.05,19.0555555555556
5,7,19.1,19.1333333333333
5,7,19.2,19.2055555555556
5,7,19.3388888888889,19.35
5,7,19.4277777777778,19.4611111111111
5,7,19.5388888888889,19.5555555555556
5,7,19.5611111111111,19.5722222222222
5,7,19.6277777777778,19.6333333333333
5,7,19.6555555555556,19.6666666666667
5,7,19.8055555555556,19.8111111111111
5,7,19.8722222222222,19.8777777777778
5,7,19.8833333333333,19.9055555555556
5,7,19.9277777777778,19.9333333333333
5,7,20,20.0166666666667
5,7,20.0222222222222,20.0444444444444
5,7,20.0666666666667,20.0888888888889
5,7,20.1,20.1166666666667
5,7,20.1388888888889,20.1444444444444
5,7,20.1611111111111,20.1666666666667
5,7,20.3,20.3055555555556
5,7,20.3166666666667,20.3222222222222
5,7,20.3277777777778,20.3333333333333
5,7,20.3388888888889,20.35
5,7,20.3722222222222,20.3833333333333
5,7,20.3888888888889,20.3944444444444
5,7,20.4111111111111,20.4222222222222
5,7,20.4333333333333,20.4388888888889
5,7,20.4777777777778,20.4888888888889
5,7,20.9166666666667,20.9388888888889
5,7,20.9444444444444,20.95
5,7,20.9555555555556,20.9611111111111
5,7,21.0666666666667,21.0888888888889
5,7,21.0944444444444,21.1
5,7,21.1111111111111,21.1166666666667
5,7,21.1222222222222,21.1277777777778
5,7,21.1333333333333,21.15
5,7,21.1888888888889,21.2
5,7,21.2111111111111,21.2222222222222
5,7,21.2333333333333,21.2833333333333
5,7,21.3111111111111,21.3166666666667
5,7,21.4944444444444,21.5111111111111
5,7,21.5166666666667,21.5277777777778
5,7,22.5888888888889,22.5944444444444
5,7,22.6111111111111,22.6166666666667
5,7,22.6222222222222,22.6333333333333
5,7,22.6611111111111,22.6666666666667
5,7,22.6777777777778,22.6833333333333
5,7,22.8611111111111,22.8666666666667
5,7,22.9722222222222,22.9888888888889
5,7,22.9944444444444,23.0388888888889
5,7,23.0444444444444,23.05
5,7,23.0944444444444,23.1
5,7,23.1055555555556,23.1277777777778
5,7,23.1666666666667,23.1722222222222
5,7,23.1777777777778,23.2277777777778
5,7,23.2333333333333,23.2388888888889
5,7,23.3777777777778,23.3888888888889
5,7,23.5944444444444,23.6111111111111
5,7,23.6222222222222,23.6333333333333
5,7,23.65,23.6888888888889
5,7,23.7,23.7055555555556
5,7,23.7166666666667,23.7388888888889
5,7,23.7611111111111,23.7722222222222
5,7,23.7944444444444,23.8
5,7,23.8111111111111,23.8166666666667
5,7,23.8444444444444,23.8555555555556
5,7,23.8944444444444,23.9
5,7,24.4944444444444,24.5055555555556
5,7,24.5111111111111,24.5222222222222
5,7,24.8333333333333,24.8388888888889
5,7,24.9944444444444,25
5,7,48.7944444444444,48.8833333333333
5,7,48.9277777777778,48.9444444444444
5,7,48.9611111111111,49.0055555555556
5,7,49.0277777777778,49.0444444444444
5,7,89.7888888888889,89.8333333333333
5,7,89.8444444444444,89.8555555555556
5,7,89.8833333333333,89.9
5,7,89.9055555555556,89.9111111111111
5,7,89.9166666666667,89.9222222222222
5,7,89.9388888888889,89.9555555555555
5,7,89.9722222222222,89.9777777777778
5,7,90.1444444444444,90.15
5,7,90.1611111111111,90.1666666666667
5,7,90.1833333333333,90.1888888888889
5,7,90.1944444444444,90.2055555555555
5,7,91.3888888888889,91.3944444444444
5,7,91.4,91.4055555555556
5,7,91.4388888888889,91.4444444444444
5,7,91.4888888888889,91.5055555555556
5,7,92.0388888888889,92.0444444444445
5,7,92.1444444444444,92.15
5,7,92.2777777777778,92.2888888888889
5,7,92.2944444444445,92.3055555555556
5,7,92.3722222222222,92.3833333333333
5,7,92.3888888888889,92.4055555555556
5,7,92.4555555555555,92.4722222222222
5,7,92.8666666666667,92.8722222222222
5,7,94,94.0111111111111
5,7,94.0611111111111,94.0666666666667
5,7,94.2944444444445,94.3
5,7,94.6111111111111,94.6166666666667
5,7,94.6722222222222,94.6833333333333
5,7,94.6888888888889,94.7111111111111
5,7,94.7222222222222,94.8888888888889
5,7,94.9,94.95
5,7,94.9611111111111,95.0388888888889
5,7,95.0444444444445,95.0666666666667
5,7,95.0777777777778,95.0888888888889
5,7,95.1055555555556,95.1277777777778
5,7,95.1333333333333,95.1388888888889
5,7,95.1555555555556,95.1722222222222
5,7,95.2,95.2055555555555
5,7,95.2111111111111,95.2388888888889
5,7,95.2611111111111,95.2666666666667
5,7,95.2944444444445,95.3111111111111
5,7,95.3888888888889,95.3944444444444
5,7,95.9055555555556,95.9111111111111
5,7,95.9166666666667,95.9222222222222
5,7,95.95,95.9555555555555
5,7,95.9944444444444,96.0055555555556
5,7,96.0111111111111,96.0277777777778
5,7,96.0444444444445,96.0555555555556
5,7,96.0666666666667,96.1222222222222
5,7,96.1388888888889,96.1555555555556
5,7,96.3111111111111,96.3222222222222
5,7,96.3333333333333,96.3444444444444
5,7,96.3555555555556,96.3666666666667
5,7,96.4277777777778,96.4333333333333
1,20,1.1,1.10555555555556
1,20,19.8111111111111,19.8166666666667
1,20,43.4444444444444,43.4611111111111
1,20,46.2055555555556,46.2111111111111
1,20,68,68.0111111111111
1,20,68.0166666666667,68.0388888888889
1,20,68.0444444444445,68.05
1,20,72.1944444444444,72.2055555555555
1,20,91.6222222222222,91.6277777777778
1,20,91.7944444444445,91.8
1,20,91.8277777777778,91.8333333333333
1,20,92.2722222222222,92.2833333333333
1,20,93.3722222222222,93.3777777777778
1,20,93.9222222222222,93.9333333333333
1,20,94.0777777777778,94.0833333333333
1,20,94.1,94.1055555555556
1,20,94.1833333333333,94.1888888888889
1,20,94.2166666666667,94.2222222222222
1,20,94.4055555555556,94.4166666666667
1,20,94.4611111111111,94.4666666666667
1,20,94.4888888888889,94.4944444444444
3,5,1.11111111111111,1.11666666666667
3,5,1.23888888888889,1.25
3,5,1.25555555555556,1.27222222222222
3,5,1.28333333333333,1.28888888888889
3,5,25.4055555555556,25.4111111111111
1,17,1.12777777777778,1.13333333333333
1,17,19.8166666666667,19.8333333333333
1,17,20.1222222222222,20.1277777777778
1,17,20.1333333333333,20.1388888888889
1,17,20.1444444444444,20.15
1,17,21.0277777777778,21.0333333333333
1,17,21.2111111111111,21.2444444444444
1,17,21.9,21.9055555555556
1,17,22.0166666666667,22.0222222222222
1,17,22.2277777777778,22.25
1,17,22.7555555555556,22.7611111111111
1,17,22.7722222222222,22.7777777777778
1,17,22.9333333333333,22.9388888888889
1,17,23.0722222222222,23.0833333333333
1,17,23.1888888888889,23.1944444444444
1,17,24.5055555555556,24.5111111111111
1,17,24.5222222222222,24.5444444444444
1,17,24.6333333333333,24.75
1,17,24.7666666666667,24.7777777777778
1,17,24.7833333333333,24.7888888888889
1,17,25.0444444444444,25.0555555555556
1,17,25.1111111111111,25.1166666666667
1,17,25.1388888888889,25.1555555555556
1,17,25.2111111111111,25.2277777777778
1,17,25.2388888888889,25.2444444444444
1,17,25.25,25.2666666666667
1,17,25.2722222222222,25.3277777777778
1,17,25.3333333333333,25.3388888888889
1,17,25.3555555555556,25.3722222222222
1,17,44.0777777777778,44.0833333333333
1,17,44.1388888888889,44.1444444444444
1,17,45.1722222222222,45.1777777777778
1,17,45.2333333333333,45.2722222222222
1,17,45.9277777777778,45.9333333333333
1,17,46.1611111111111,46.1888888888889
1,17,46.2277777777778,46.2333333333333
1,17,46.2444444444444,46.2611111111111
1,17,46.3444444444444,46.35
1,17,46.6555555555556,46.6611111111111
1,17,46.7611111111111,46.7722222222222
1,17,46.8888888888889,46.9055555555556
1,17,46.9222222222222,46.9388888888889
1,17,47.2722222222222,47.2833333333333
1,17,47.35,47.3611111111111
1,17,47.3666666666667,47.3888888888889
1,17,47.6666666666667,47.6722222222222
1,17,49.3777777777778,49.3833333333333
1,17,49.4777777777778,49.4888888888889
1,17,49.6888888888889,49.6944444444444
1,17,49.7,49.7055555555556
1,17,50,50.0111111111111
1,17,50.0333333333333,50.0388888888889
1,17,50.0444444444444,50.0555555555556
1,17,50.1666666666667,50.1833333333333
1,17,50.1888888888889,50.1944444444444
1,17,50.4222222222222,50.4277777777778
1,17,50.4333333333333,50.4388888888889
1,17,68.2111111111111,68.2166666666667
1,17,69.0666666666667,69.0722222222222
1,17,69.6833333333333,69.7277777777778
1,17,70.0111111111111,70.0166666666667
1,17,70.1166666666667,70.1277777777778
1,17,70.5833333333333,70.5888888888889
1,17,70.6611111111111,70.6722222222222
1,17,70.6777777777778,70.7055555555555
1,17,71.1555555555556,71.1611111111111
1,17,72.0444444444445,72.05
1,17,73.0166666666667,73.0222222222222
1,17,73.0388888888889,73.0722222222222
1,17,73.4666666666667,73.4777777777778
1,17,73.5055555555556,73.5111111111111
1,17,73.7833333333333,73.7888888888889
1,17,74.2,74.2055555555555
1,17,74.5888888888889,74.6
1,17,75.2277777777778,75.2333333333333
8,17,1.15,1.16666666666667
8,17,1.17222222222222,1.17777777777778
8,17,1.18333333333333,1.19444444444444
17,37,1.15555555555556,1.16111111111111
